"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"32826","05/13/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.848182841,-73.921664673,"(40.848182841, -73.921664673)",5877,"1506-1592 Popham Ave, Bronx, NY 10453, USA","1506-1592","Popham Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"4049","02/01/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",48,40.841705604,-73.891501485,"(40.841705604, -73.891501485)",5878,"1808 Prospect Ave, Bronx, NY 10460, USA","1808","Prospect Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"7995","02/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.874180976,-73.833872447,"(40.874180976, -73.833872447)",5879,"660-742 Baychester Ave, Bronx, NY 10475, USA","660-742","Baychester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA
"77955","10/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.816872438,-73.850684927,"(40.816872438, -73.850684927)",5880,"509 Olmstead Ave, Bronx, NY 10473, USA","509","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1873",NA
"59540","08/08/2015","FELONY ASSAULT","FELONY","BRONX",46,40.85535075,-73.908747502,"(40.85535075, -73.908747502)",5881,"55 W 180th St, Bronx, NY 10453, USA","55","West 180th Street","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"63311","08/20/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.814176928,-73.898446511,"(40.814176928, -73.898446511)",5882,"717-725 La 65 de Infantería, Bronx, NY 10455, USA","717-725","La 65 de Infantería","Woodstock","Bronx","Bronx County","New York","United States","10455","2105",NA
"87347","11/10/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.819118929,-73.910177314,"(40.819118929, -73.910177314)",5883,"603 E 156th St, Bronx, NY 10455, USA","603","East 156th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"8835","02/10/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",43,40.824847505,-73.854117661,"(40.824847505, -73.854117661)",5884,"2001-2045 Story Ave, Bronx, NY 10473, USA","2001-2045","Story Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"67775","09/03/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.873671035,-73.908013649,"(40.873671035, -73.908013649)",5885,"31-49 W 225th St, Bronx, NY 10463, USA","31-49","West 225th Street","West Bronx","Bronx","New York County","New York","United States","10463",NA,"New York"
"68454","09/05/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.824033538,-73.873757075,"(40.824033538, -73.873757075)",5886,"1600-1618 Bruckner Blvd, Bronx, NY 10473, USA","1600-1618","Bruckner Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10473","4553",NA
"56666","07/30/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",49,40.856576728,-73.843893678,"(40.856576728, -73.843893678)",5887,"2122 Eastchester Rd, Bronx, NY 10461, USA","2122","Eastchester Road","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"55110","07/25/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",48,40.861708909,-73.891382086,"(40.861708909, -73.891382086)",5888,"404 Webster Ave, Bronx, NY 10458, USA","404","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"95387","12/09/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.875310605,-73.887447394,"(40.875310605, -73.887447394)",5889,"3121-3127 Villa Ave, Bronx, NY 10468, USA","3121-3127","Villa Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"99875","12/27/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.833033106,-73.9048356,"(40.833033106, -73.9048356)",5890,"3603 Third Ave, Bronx, NY 10456, USA","3603","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"35300","05/21/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.841262681,-73.909395681,"(40.841262681, -73.909395681)",5891,"1524-1646 Morris Ave, Bronx, NY 10457, USA","1524-1646","Morris Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"83586","10/26/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.855542967,-73.892885104,"(40.855542967, -73.892885104)",5892,"2315-2317 Washington Ave, Bronx, NY 10458, USA","2315-2317","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458","7754",NA
"90474","11/20/2015","DANGEROUS DRUGS","FELONY","BRONX",41,40.819441517,-73.889713255,"(40.819441517, -73.889713255)",5893,"1101 Garrison Ave, Bronx, NY 10474, USA","1101","Garrison Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA
"41575","06/23/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.838964382,-73.863746903,"(40.838964382, -73.863746903)",5894,"1541-1545 White Plains Rd, Bronx, NY 10462, USA","1541-1545","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"89455","11/21/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",47,40.882156972,-73.831914159,"(40.882156972, -73.831914159)",5895,"2159-2171 Reeds Mill Ln, Bronx, NY 10475, USA","2159-2171","Reeds Mill Lane","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA
"60901","09/09/2015","GRAND LARCENY OF MOTOR VEHICLE","FELONY","BRONX",48,40.842130009,-73.882067833,"(40.842130009, -73.882067833)",5896,"2000 Vyse Ave, Bronx, NY 10460, USA","2000","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"54432","07/23/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.816980584,-73.921152255,"(40.816980584, -73.921152255)",5897,"305-315 E 149th St, Bronx, NY 10451, USA","305-315","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"93757","12/04/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",45,40.851258579,-73.832917592,"(40.851258579, -73.832917592)",5898,"1966-1968 Pilgrim Ave, Bronx, NY 10461, USA","1966-1968","Pilgrim Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461","4046",NA
"99067","12/23/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.827793974,-73.89900387,"(40.827793974, -73.89900387)",5899,"806-818 Home St, Bronx, NY 10459, USA","806-818","Home Street","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"39688","06/04/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.826212693,-73.854960179,"(40.826212693, -73.854960179)",5900,"2010 Bruckner Blvd, Bronx, NY 10473, USA","2010","Bruckner Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"51526","07/14/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.818396427,-73.920521939,"(40.818396427, -73.920521939)",5901,"271-333 E 151st St, Bronx, NY 10451, USA","271-333","East 151st Street","West Bronx","Bronx","Bronx County","New York","United States","10451","5103",NA
"40766","06/09/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.851975931,-73.89708751,"(40.851975931, -73.89708751)",5902,"431 E 180th St, Bronx, NY 10457, USA","431","East 180th Street","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"33538","05/14/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.87086559,-73.897792268,"(40.87086559, -73.897792268)",5903,"2781 Reservoir Ave, Bronx, NY 10468, USA","2781","Reservoir Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"56501","07/30/2015","HARRASSMENT 2","VIOLATION","BRONX",41,40.821736332,-73.89286726,"(40.821736332, -73.89286726)",5904,"941-957 Police Officer Deon L. Taylor Way, Bronx, NY 10459, USA","941-957","Police Officer Deon L. Taylor Way","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA
"78030","10/07/2015","ROBBERY","FELONY","BRONX",43,40.817124264,-73.845987715,"(40.817124264, -73.845987715)",5905,"2238 Lacombe Ave, Bronx, NY 10473, USA","2238","Lacombe Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1518",NA
"16102","03/11/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.816980584,-73.921152255,"(40.816980584, -73.921152255)",5906,"305-315 E 149th St, Bronx, NY 10451, USA","305-315","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"100723","12/31/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.854261635,-73.884800816,"(40.854261635, -73.884800816)",5907,"693-695 E 187th St, Bronx, NY 10458, USA","693-695","East 187th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"42142","06/12/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.835212231,-73.865980679,"(40.835212231, -73.865980679)",5908,"98 Cross Bronx Expy, Bronx, NY 10460, USA","98","Cross Bronx Expressway","East Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"28988","06/09/2015","FORGERY","FELONY","BRONX",44,40.828704996,-73.927978585,"(40.828704996, -73.927978585)",5909,"15-43 E 161st St, Bronx, NY 10451, USA","15-43","East 161st Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"61120","08/13/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.852841995,-73.88417431,"(40.852841995, -73.88417431)",5910,"2327 Crotona Ave, Bronx, NY 10458, USA","2327","Crotona Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"16682","03/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.816872438,-73.850684927,"(40.816872438, -73.850684927)",5911,"509 Olmstead Ave, Bronx, NY 10473, USA","509","Olmstead Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1873",NA
"96268","12/12/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.859672783,-73.904280522,"(40.859672783, -73.904280522)",5912,"2324-2344 Davidson Ave, Bronx, NY 10468, USA","2324-2344","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"52608","07/17/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",47,40.887332814,-73.847246396,"(40.887332814, -73.847246396)",5913,"4111 Laconia Ave, Bronx, NY 10466, USA","4111","Laconia Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","4901",NA
"77334","10/05/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",42,40.835353281,-73.884750439,"(40.835353281, -73.884750439)",5914,"1690 Longfellow Ave, Bronx, NY 10460, USA","1690","Longfellow Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"8950","02/09/2015","KIDNAPPING & RELATED OFFENSES","FELONY","BRONX",52,40.868291171,-73.901064711,"(40.868291171, -73.901064711)",5915,"86-98 W Kingsbridge Rd, Bronx, NY 10468, USA","86-98","West Kingsbridge Road","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"65891","08/28/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.84055694,-73.928417514,"(40.84055694, -73.928417514)",5916,"1278 Sedgwick Ave, Bronx, NY 10452, USA","1278","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452","1401",NA
"47078","06/29/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",52,40.870161287,-73.905505604,"(40.870161287, -73.905505604)",5917,"2678-2736 Kingsbridge Terrace, Bronx, NY 10463, USA","2678-2736","Kingsbridge Terrace","Fordham Manor","Bronx","Bronx County","New York","United States","10463",NA,NA
"94762","12/06/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.838617608,-73.870068449,"(40.838617608, -73.870068449)",5918,"1518 Rosedale Ave, Bronx, NY 10460, USA","1518","Rosedale Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460","3210",NA
"48539","07/04/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.832290393,-73.909621103,"(40.832290393, -73.909621103)",5919,"401 E 168th St, Bronx, NY 10456, USA","401","East 168th Street","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"5823","01/26/2015","FELONY ASSAULT","FELONY","BRONX",44,40.835777613,-73.918936394,"(40.835777613, -73.918936394)",5920,"1224 Walton Ave, Bronx, NY 10452, USA","1224","Walton Avenue","Concourse","Bronx","Bronx County","New York","United States","10452",NA,NA
"17686","03/17/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.877905687,-73.847922571,"(40.877905687, -73.847922571)",5921,"3450-3476 Corsa Ave, Bronx, NY 10469, USA","3450-3476","Corsa Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA
"78192","10/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.881755556,-73.882355561,"(40.881755556, -73.882355561)",5922,"3457-3471 Jerome Ave, Bronx, NY 10467, USA","3457-3471","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"6583","01/31/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.848676301,-73.909602455,"(40.848676301, -73.909602455)",5923,"1850-1874 Walton Ave, Bronx, NY 10453, USA","1850-1874","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"99488","12/25/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.857730508,-73.90546181,"(40.857730508, -73.90546181)",5924,"2232 Davidson Ave, Bronx, NY 10453, USA","2232","Davidson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"78391","10/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.816718445,-73.911661794,"(40.816718445, -73.911661794)",5925,"633-657 St Ann's Ave, Bronx, NY 10455, USA","633-657","Saint Ann's Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455","2802",NA
"19516","03/26/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.881498971,-73.886511145,"(40.881498971, -73.886511145)",5926,"100 W Mosholu Pkwy S, Bronx, NY 10468, USA","100","West Mosholu Parkway South","West Bronx","Bronx","Bronx County","New York","United States","10468","1001",NA
"73233","09/22/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.828668694,-73.878236162,"(40.828668694, -73.878236162)",5927,"1539 Westchester Ave, Bronx, NY 10472, USA","1539","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","2908",NA
"45855","06/26/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",42,40.829874092,-73.905020794,"(40.829874092, -73.905020794)",5928,"1185-1193 Fulton Ave, Bronx, NY 10456, USA","1185-1193","Fulton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"38138","05/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.848447832,-73.923905353,"(40.848447832, -73.923905353)",5929,"1600 Sedgwick Ave, Bronx, NY 10453, USA","1600","Sedgwick Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"39113","06/02/2015","FELONY ASSAULT","FELONY","BRONX",50,40.883734551,-73.893751023,"(40.883734551, -73.893751023)",5930,"3915-3959 Orloff Ave, Bronx, NY 10463, USA","3915-3959","Orloff Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"74351","09/24/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.812190348,-73.924206908,"(40.812190348, -73.924206908)",5931,"313-317 E 141st St, Bronx, NY 10454, USA","313-317","East 141st Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"67872","09/03/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.813710246,-73.923182807,"(40.813710246, -73.923182807)",5932,"307-319 E 143rd St, Bronx, NY 10451, USA","307-319","East 143rd Street","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"63214","08/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.816366145,-73.867626311,"(40.816366145, -73.867626311)",5933,"1689-1705 Randall Ave, Bronx, NY 10473, USA","1689-1705","Randall Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"52715","07/19/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",48,40.843080086,-73.885192442,"(40.843080086, -73.885192442)",5934,"1976 Crotona Pkwy, Bronx, NY 10460, USA","1976","Crotona Parkway","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"52109","07/17/2015","FRAUDS","MISDEMEANOR","BRONX",47,40.87848513,-73.854553245,"(40.87848513, -73.854553245)",5935,"1027 E 216th St, Bronx, NY 10469, USA","1027","East 216th Street","East Bronx","Bronx","Bronx County","New York","United States","10469","1206",NA
"89001","11/15/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BRONX",46,40.858397988,-73.902782113,"(40.858397988, -73.902782113)",5936,"2295 Walton Ave, Bronx, NY 10468, USA","2295","Walton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"62845","08/20/2015","BURGLARY","FELONY","BRONX",46,40.853075279,-73.898744982,"(40.853075279, -73.898744982)",5937,"2107 Tiebout Ave, Bronx, NY 10457, USA","2107","Tiebout Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","3149",NA
"88675","12/21/2015","GRAND LARCENY","FELONY","BRONX",44,40.833450787,-73.928266157,"(40.833450787, -73.928266157)",5938,"1022 Nelson Ave, Bronx, NY 10452, USA","1022","Nelson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452","5102",NA
"73915","09/23/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.845767194,-73.879838554,"(40.845767194, -73.879838554)",5939,"940 Bronx Park S, Bronx, NY 10460, USA","940","Bronx Park South","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"59024","08/12/2015","GRAND LARCENY","FELONY","BRONX",45,40.840938537,-73.85099955,"(40.840938537, -73.85099955)",5940,"2433 Buck St, Bronx, NY 10461, USA","2433","Buck Street","East Bronx","Bronx","Bronx County","New York","United States","10461","2901",NA
"37464","05/27/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",47,40.897546166,-73.853892999,"(40.897546166, -73.853892999)",5941,"4379 Furman Ave, Bronx, NY 10466, USA","4379","Furman Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466","1501",NA
